userID,score,ai_score,total,timestamp
user_gwkn9tb5p1,7,15,15,"7/9/2025, 12:52:54 PM"
user_gwkn9tb5p1,3,15,15,"7/9/2025, 12:59:35 PM"
user_gwkn9tb5p1,6,15,15,"7/9/2025, 1:44:25 PM"
user_gwkn9tb5p1,1,15,15,"7/9/2025, 1:58:45 PM"
user_gwkn9tb5p1,2,15,15,"7/9/2025, 2:09:05 PM"
user_gwkn9tb5p1,3,15,15,"7/9/2025, 2:54:43 PM"
user_gwkn9tb5p1,4,15,15,"7/9/2025, 3:03:38 PM"
